round,dev_0_w_local,dev_0_w_offload,dev_1_w_local,dev_1_w_offload,dev_2_w_local,dev_2_w_offload,dev_3_w_local,dev_3_w_offload,dev_4_w_local,dev_4_w_offload,dev_5_w_local,dev_5_w_offload,dev_6_w_local,dev_6_w_offload,dev_7_w_local,dev_7_w_offload,dev_8_w_local,dev_8_w_offload,dev_9_w_local,dev_9_w_offload,dev_10_w_local,dev_10_w_offload,dev_11_w_local,dev_11_w_offload,dev_12_w_local,dev_12_w_offload,dev_13_w_local,dev_13_w_offload,dev_14_w_local,dev_14_w_offload,dev_15_w_local,dev_15_w_offload,dev_16_w_local,dev_16_w_offload,dev_17_w_local,dev_17_w_offload,dev_18_w_local,dev_18_w_offload,dev_19_w_local,dev_19_w_offload,dev_20_w_local,dev_20_w_offload,dev_21_w_local,dev_21_w_offload,dev_22_w_local,dev_22_w_offload,dev_23_w_local,dev_23_w_offload,dev_24_w_local,dev_24_w_offload,dev_25_w_local,dev_25_w_offload,dev_26_w_local,dev_26_w_offload,dev_27_w_local,dev_27_w_offload,dev_28_w_local,dev_28_w_offload,dev_29_w_local,dev_29_w_offload,dev_30_w_local,dev_30_w_offload,dev_31_w_local,dev_31_w_offload,dev_32_w_local,dev_32_w_offload,dev_33_w_local,dev_33_w_offload,dev_34_w_local,dev_34_w_offload,dev_35_w_local,dev_35_w_offload,dev_36_w_local,dev_36_w_offload,dev_37_w_local,dev_37_w_offload,dev_38_w_local,dev_38_w_offload,dev_39_w_local,dev_39_w_offload,dev_40_w_local,dev_40_w_offload,dev_41_w_local,dev_41_w_offload,dev_42_w_local,dev_42_w_offload,dev_43_w_local,dev_43_w_offload,dev_44_w_local,dev_44_w_offload,dev_45_w_local,dev_45_w_offload,dev_46_w_local,dev_46_w_offload,dev_47_w_local,dev_47_w_offload,dev_48_w_local,dev_48_w_offload,dev_49_w_local,dev_49_w_offload,dev_50_w_local,dev_50_w_offload,dev_51_w_local,dev_51_w_offload,dev_52_w_local,dev_52_w_offload,dev_53_w_local,dev_53_w_offload,dev_54_w_local,dev_54_w_offload,dev_55_w_local,dev_55_w_offload,dev_56_w_local,dev_56_w_offload,dev_57_w_local,dev_57_w_offload,dev_58_w_local,dev_58_w_offload,dev_59_w_local,dev_59_w_offload,dev_60_w_local,dev_60_w_offload,dev_61_w_local,dev_61_w_offload,dev_62_w_local,dev_62_w_offload,dev_63_w_local,dev_63_w_offload,dev_64_w_local,dev_64_w_offload,dev_65_w_local,dev_65_w_offload,dev_66_w_local,dev_66_w_offload,dev_67_w_local,dev_67_w_offload,dev_68_w_local,dev_68_w_offload,dev_69_w_local,dev_69_w_offload,dev_70_w_local,dev_70_w_offload,dev_71_w_local,dev_71_w_offload,dev_72_w_local,dev_72_w_offload,dev_73_w_local,dev_73_w_offload,dev_74_w_local,dev_74_w_offload,dev_75_w_local,dev_75_w_offload,dev_76_w_local,dev_76_w_offload,dev_77_w_local,dev_77_w_offload,dev_78_w_local,dev_78_w_offload,dev_79_w_local,dev_79_w_offload,dev_80_w_local,dev_80_w_offload,dev_81_w_local,dev_81_w_offload,dev_82_w_local,dev_82_w_offload,dev_83_w_local,dev_83_w_offload,dev_84_w_local,dev_84_w_offload,dev_85_w_local,dev_85_w_offload,dev_86_w_local,dev_86_w_offload,dev_87_w_local,dev_87_w_offload,dev_88_w_local,dev_88_w_offload,dev_89_w_local,dev_89_w_offload,dev_90_w_local,dev_90_w_offload,dev_91_w_local,dev_91_w_offload,dev_92_w_local,dev_92_w_offload,dev_93_w_local,dev_93_w_offload,dev_94_w_local,dev_94_w_offload,dev_95_w_local,dev_95_w_offload,dev_96_w_local,dev_96_w_offload,dev_97_w_local,dev_97_w_offload,dev_98_w_local,dev_98_w_offload,dev_99_w_local,dev_99_w_offload,dev_100_w_local,dev_100_w_offload,dev_101_w_local,dev_101_w_offload,dev_102_w_local,dev_102_w_offload,dev_103_w_local,dev_103_w_offload,dev_104_w_local,dev_104_w_offload,dev_105_w_local,dev_105_w_offload,dev_106_w_local,dev_106_w_offload,dev_107_w_local,dev_107_w_offload,dev_108_w_local,dev_108_w_offload,dev_109_w_local,dev_109_w_offload,dev_110_w_local,dev_110_w_offload,dev_111_w_local,dev_111_w_offload,dev_112_w_local,dev_112_w_offload,dev_113_w_local,dev_113_w_offload,dev_114_w_local,dev_114_w_offload,dev_115_w_local,dev_115_w_offload,dev_116_w_local,dev_116_w_offload,dev_117_w_local,dev_117_w_offload,dev_118_w_local,dev_118_w_offload,dev_119_w_local,dev_119_w_offload,dev_120_w_local,dev_120_w_offload,dev_121_w_local,dev_121_w_offload,dev_122_w_local,dev_122_w_offload,dev_123_w_local,dev_123_w_offload,dev_124_w_local,dev_124_w_offload,dev_125_w_local,dev_125_w_offload,dev_126_w_local,dev_126_w_offload,dev_127_w_local,dev_127_w_offload,dev_128_w_local,dev_128_w_offload,dev_129_w_local,dev_129_w_offload,dev_130_w_local,dev_130_w_offload,dev_131_w_local,dev_131_w_offload,dev_132_w_local,dev_132_w_offload,dev_133_w_local,dev_133_w_offload,dev_134_w_local,dev_134_w_offload,dev_135_w_local,dev_135_w_offload,dev_136_w_local,dev_136_w_offload,dev_137_w_local,dev_137_w_offload,dev_138_w_local,dev_138_w_offload,dev_139_w_local,dev_139_w_offload,dev_140_w_local,dev_140_w_offload,dev_141_w_local,dev_141_w_offload,dev_142_w_local,dev_142_w_offload,dev_143_w_local,dev_143_w_offload,dev_144_w_local,dev_144_w_offload,dev_145_w_local,dev_145_w_offload,dev_146_w_local,dev_146_w_offload,dev_147_w_local,dev_147_w_offload,dev_148_w_local,dev_148_w_offload,dev_149_w_local,dev_149_w_offload,dev_150_w_local,dev_150_w_offload,dev_151_w_local,dev_151_w_offload,dev_152_w_local,dev_152_w_offload,dev_153_w_local,dev_153_w_offload,dev_154_w_local,dev_154_w_offload,dev_155_w_local,dev_155_w_offload,dev_156_w_local,dev_156_w_offload,dev_157_w_local,dev_157_w_offload,dev_158_w_local,dev_158_w_offload,dev_159_w_local,dev_159_w_offload,dev_160_w_local,dev_160_w_offload,dev_161_w_local,dev_161_w_offload,dev_162_w_local,dev_162_w_offload,dev_163_w_local,dev_163_w_offload,dev_164_w_local,dev_164_w_offload,dev_165_w_local,dev_165_w_offload,dev_166_w_local,dev_166_w_offload,dev_167_w_local,dev_167_w_offload,dev_168_w_local,dev_168_w_offload,dev_169_w_local,dev_169_w_offload,dev_170_w_local,dev_170_w_offload,dev_171_w_local,dev_171_w_offload,dev_172_w_local,dev_172_w_offload,dev_173_w_local,dev_173_w_offload,dev_174_w_local,dev_174_w_offload,dev_175_w_local,dev_175_w_offload,dev_176_w_local,dev_176_w_offload,dev_177_w_local,dev_177_w_offload,dev_178_w_local,dev_178_w_offload,dev_179_w_local,dev_179_w_offload,dev_180_w_local,dev_180_w_offload,dev_181_w_local,dev_181_w_offload,dev_182_w_local,dev_182_w_offload,dev_183_w_local,dev_183_w_offload,dev_184_w_local,dev_184_w_offload,dev_185_w_local,dev_185_w_offload,dev_186_w_local,dev_186_w_offload,dev_187_w_local,dev_187_w_offload,dev_188_w_local,dev_188_w_offload,dev_189_w_local,dev_189_w_offload,dev_190_w_local,dev_190_w_offload,dev_191_w_local,dev_191_w_offload,dev_192_w_local,dev_192_w_offload,dev_193_w_local,dev_193_w_offload,dev_194_w_local,dev_194_w_offload,dev_195_w_local,dev_195_w_offload,dev_196_w_local,dev_196_w_offload,dev_197_w_local,dev_197_w_offload,dev_198_w_local,dev_198_w_offload,dev_199_w_local,dev_199_w_offload
1,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.715,0.28500000000000003,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.715,0.28500000000000003,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.30000000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.30000000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.30000000000000004,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.7,0.30000000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.30000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.72,0.28,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3
2,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.72,0.28,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.72,0.28,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.715,0.28500000000000003,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.715,0.28500000000000003,0.72,0.28,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.72,0.28,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.715,0.28500000000000003,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.715,0.28500000000000003,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.72,0.28,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.715,0.28500000000000003,0.7,0.3,0.71,0.29000000000000004,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.715,0.28500000000000003,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.72,0.28,0.7,0.3,0.71,0.29000000000000004,0.715,0.28500000000000003,0.715,0.28500000000000003,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.30000000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.715,0.28500000000000003,0.71,0.29000000000000004,0.705,0.29500000000000004,0.72,0.28,0.705,0.29500000000000004,0.715,0.28500000000000003,0.715,0.28500000000000003,0.7,0.30000000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.72,0.28,0.7,0.3,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.30000000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.7,0.30000000000000004,0.705,0.29500000000000004,0.72,0.28,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.715,0.28500000000000003,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004
3,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.72,0.28,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.725,0.275,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.7,0.3,0.715,0.28500000000000003,0.705,0.29500000000000004,0.7,0.30000000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.725,0.275,0.71,0.29000000000000004,0.725,0.275,0.715,0.28500000000000003,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.7,0.3,0.71,0.29000000000000004,0.72,0.28,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.71,0.29000000000000004,0.7,0.3,0.72,0.28,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.72,0.28,0.715,0.28500000000000003,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.705,0.29500000000000004,0.72,0.28,0.72,0.28,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.72,0.28,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.7,0.3,0.72,0.28,0.715,0.28500000000000003,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.72,0.28,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.72,0.28,0.7,0.30000000000000004,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.715,0.28500000000000003,0.715,0.28500000000000003,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.715,0.28500000000000003,0.705,0.29500000000000004,0.715,0.28500000000000003,0.7,0.3,0.71,0.29000000000000004,0.72,0.28,0.705,0.29500000000000004,0.71,0.29000000000000004,0.72,0.28,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.705,0.29500000000000004,0.71,0.29000000000000004,0.72,0.28,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.72,0.28,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.72,0.28,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.715,0.28500000000000003,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.7,0.3,0.71,0.29000000000000004,0.73,0.27,0.7,0.3,0.71,0.29000000000000004,0.715,0.28500000000000003,0.715,0.28500000000000003,0.715,0.28500000000000003,0.71,0.29000000000000004,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.30000000000000004,0.705,0.29500000000000004,0.7,0.3,0.7,0.3,0.705,0.29500000000000004,0.7,0.3,0.71,0.29000000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.72,0.28,0.705,0.29500000000000004,0.725,0.275,0.705,0.29500000000000004,0.715,0.28500000000000003,0.72,0.28,0.705,0.29500000000000004,0.72,0.28,0.715,0.28500000000000003,0.715,0.28500000000000003,0.7,0.3,0.705,0.29500000000000004,0.72,0.28,0.705,0.29500000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.705,0.29500000000000004,0.7,0.30000000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.715,0.28500000000000003,0.71,0.29000000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004,0.715,0.28500000000000003,0.72,0.28,0.7,0.3,0.71,0.29000000000000004,0.71,0.29000000000000004,0.715,0.28500000000000003,0.705,0.29500000000000004,0.71,0.29000000000000004,0.71,0.29000000000000004,0.705,0.29500000000000004
